customer_id	account_number	raw_first_name	raw_last_name	raw_email	raw_phone	raw_country	raw_city	account_type	raw_kyc_status	bvn_nin	annual_income_local	local_currency	raw_dob	raw_account_open_date
351	NXB00000351	 Cassandra 	savage	hamiltonandrew@example.com	02776974995	United States	East Derekborough	Corporate	UNDER REVIEW	18549594977	13218112.45	USD	1974-10-30	05/04/2015
352	NXB00000352	 Daniel 	smith	micheleclark@example.net	36831472760	Nigeria	Lake Jacqueline	Savings	pending	64714081354	48765048.98	NGN	06/05/1985	11/30/2021
353	NXB00000353	Tamara	ruiz	mrichards@example.com	05016679984	Kenya	Tuckershire	Corporate	FAILED	37148901549	2952495.7	KES	21/08/1976	2023-01-24
354	NXB00000354	jenny	 Mcconnell 	dhall@example.net	69581467179	Nigeria	Smithport	Corporate	FAILED	50486794635	12121151.51	NGN	07-Jul-1963	20-Nov-2021
355	NXB00000355	Jessica	 Harrison 	ohall@example.net	97246657293	United States	Andersonborough	Business	failed	41931469219	15277586.7	USD	27-Oct-1974	22-Oct-2024
356	NXB00000356	ERIC	Vasquez	fhahn@example.com	38005452280	United Kingdom	Wilsonbury	Savings	under review	89901340852	12607114.15	GBP	04/01/1987	08-May-2024
357	NXB00000357	David	 Walker 	victoria50@example.net	28910771199	Nigeria	New Danielville	Business	VERIFIED	33885847457	7732155.12	NGN	21-Feb-1962	12/08/2020
358	NXB00000358	monica	Bartlett	jessicaerickson@example.net	12552137603	Nigeria	Williamland	Savings	FAILED	23562189572	48383239.64	NGN	10/02/2000	2016-06-12
359	NXB00000359	JOSEPH	 Espinoza 	qward@example.org	86326667850	United Kingdom	Lake Lindaland	Business	failed	59471890544	10039461.41	GBP	09/04/1988	26-Feb-2019
360	NXB00000360	christopher	EDWARDS	ryanlong@example.org	90846684550	Kenya	Lake Richard	Current	VERIFIED	48839005884	14267814.45	KES	01-Jun-1979	2019-04-12
361	NXB00000361	DAWN	CLAY	zterry@example.net	34108562884	Nigeria	Adrienneburgh	Current	UNDER REVIEW	27637867687	39049864.44	NGN	24/02/1969	27/09/2018
362	NXB00000362	 Andrew 	zamora	john46@example.net	05485101749	UAE	Tonyashire	Business	pending	97348389816	34038270.35	AED	1981-02-21	24/03/2021
363	NXB00000363	ariana	KLINE	michaelmitchell@example.net	68315893571	Germany	Millerton	Business	UNDER REVIEW	51027891878	9863052.24	EUR	18-Mar-1991	13/06/2019
364	NXB00000364	Roger	ANDERSON	seanwood@example.net	98864976776	Nigeria	South Jennifer	Current	failed	35298426014	9929438.23	NGN	04/10/1978	07/10/2022
365	NXB00000365	 David 	Bush	bensonstanley@example.org	85196115940	Nigeria	West Kevinstad	Current	failed	37516040711	32973152.34	NGN	02-Nov-1960	08/08/2017
366	NXB00000366	 Kevin 	TUCKER	douglaslawrence@example.org	43270185106	United Kingdom	Arielmouth	Savings	PENDING	55746234009	35682403.27	GBP	03/30/2000	19-May-2021
367	NXB00000367	kimberly	ALVAREZ	kathleenwagner@example.com	72519966365	Ghana	Fitzgeraldland	Corporate	EXPIRED	52474085102	3688359.03	GHS	10/27/1971	03-Jun-2015
368	NXB00000368	michelle	Mann	ann18@example.org		Nigeria	New Amber	Savings	 Verified 	94005628441	47243842.72	NGN	08/12/1978	10/17/2018
369	NXB00000369	katherine	bernard	karenshaw@example.org	82043397189	Kenya	South Michelletown	Current	 Verified 	92262874450	39763788.86	KES	06/01/1960	03/08/2015
370	NXB00000370	matthew	white	heathlogan@example.com	11824224124	Ghana	New Susanburgh	Savings	FAILED	40159116759	10264793.84	GHS	25/04/1978	2019-12-12
371	NXB00000371	 Anthony 	 Brown 	jgarcia@example.com	46103399378	United Kingdom	West Brucemouth	Business	VERIFIED	29013253973	38907333.36	GBP	07-May-1987	03-Jun-2023
372	NXB00000372	Angela	Jones	russelljesus@example.org		Nigeria	Angelashire	Current	VERIFIED	35355388907	45556641.57	NGN	15-Dec-1992	25/02/2024
373	NXB00000373	emily	SANCHEZ	kevinrussell@example.org	25823868700	Nigeria	Deniseburgh	Current	PENDING	71400874425	3871018.11	NGN	1995-11-12	08/01/2016
374	NXB00000374	aaron	Mahoney	qnelson@example.net	53984028914	United Kingdom	Port Donaldside	Savings	UNDER REVIEW	70380753456	40809048.23	GBP	24/05/1992	28-Apr-2024
375	NXB00000375	YOLANDA	 Johns 	cherylbernard@example.com	47435537950	South Africa	Smithtown	Corporate	UNDER REVIEW	47902400371	20989038.57	ZAR	11/30/1987	2017-12-16
376	NXB00000376	 Emily 	gutierrez	ifarmer@example.org	80715695620	Ghana	Sharonmouth	Corporate	 Verified 	80177525374	43674387.4	GHS	11/16/1962	29-Sep-2016
377	NXB00000377	Albert	 Paul 	erin53@example.org	33750479303	South Africa	Ashleyfort	Corporate	PENDING	30355987196	47384138.6	ZAR	10/10/1981	01/13/2022
378	NXB00000378	george	LEE	cameronanderson@example.org	49384308948	Kenya	Davidsonton	Current	verified	23087393613	26780334.69	KES	1983-01-13	23-Aug-2017
379	NXB00000379	MELISSA	MORRIS	rhill@example.net	75803046875	United Kingdom	West Christopher	Corporate	VERIFIED	50736610583	34832504.77	GBP	10/17/1995	09/16/2021
380	NXB00000380	Ashley	Johnson	tiffanycoleman@example.org	32541107609	Ghana	North Thomas	Current	pending	26167623151	24952591.54	GHS	09/29/1967	05/08/2016
381	NXB00000381	 Susan 	wall	april31@example.net	17911006512	Ghana	West Cherylchester	Current	VERIFIED	28422237358	7644927.09	GHS	11/07/1976	24-Mar-2019
382	NXB00000382	 Cameron 	byrd	phillipspatrick@example.org	39907676991	South Africa	Holmesshire	Current	VERIFIED	85988090733	40914471.64	ZAR	28-Jan-1969	20-Apr-2018
383	NXB00000383	James	 Garcia 	watkinsmary@example.net	84567972320	Kenya	Breannahaven	Business	VERIFIED	71293315604	1530073.2	KES	1967-06-16	24-Aug-2024
384	NXB00000384	Susan	WEBSTER	brandy82@example.org	49545089203	South Africa	South Mauriceborough	Business	FAILED	76349492506	13240243.54	ZAR	06/28/1991	16/06/2019
385	NXB00000385	Danielle	 Harris 	petersonelizabeth@example.net	95995946521	South Africa	Robinsontown	Current	failed	70924053239	46103454.06	ZAR	08-Apr-1981	11/30/2023
386	NXB00000386	DANIELLE	 Steele 	phanson@example.com	63620501508	Nigeria	Scottshire	Savings	under review	84514631791	4643890.3	NGN	04/24/1996	24-Apr-2015
387	NXB00000387	Roberta	WARD	gonzalezjustin@example.org	25832302410	South Africa	West Sharonport	Savings	UNDER REVIEW	69135707883	11309131.99	ZAR	20-Oct-1966	17/07/2018
388	NXB00000388	stephen	 Wood 	donna89@example.com	12233865596	Nigeria	Port Amanda	Current	pending	51758763854	33371975.1	NGN	10/16/2002	25/06/2015
389	NXB00000389	KRISTINE	Murphy	sotojoshua@example.org	31791286857	Ghana	West Jennifer	Savings	FAILED	40524200073	32907713.44	GHS	1994-02-07	28-Jun-2015
390	NXB00000390	alicia	WEBB	lwells@example.com	33373634669	South Africa	Andreaberg	Savings	 Verified 	30832754907	5170880.17	ZAR	03/06/1997	2023-10-09
391	NXB00000391	KAREN	Phillips	jerry07@example.net	67766575460	Ghana	West Deanna	Current	under review	68168631324	27021380.4	GHS	03-Jan-1978	2015-02-04
392	NXB00000392	Michael	MILLER	hartmansara@example.org	15083535444	Germany	Port Karen	Corporate	failed	52901663016	37628791.72	EUR	1997-07-21	24/06/2015
393	NXB00000393	 Jodi 	 Gaines 	carrillojuan@example.com	69078263337	Nigeria	Sharpmouth	Corporate	FAILED	56522691935	26278658.29	NGN	21/10/1994	25/02/2022
394	NXB00000394	Matthew	MILLER	roymcmahon@example.com	77805292407	Nigeria	South Ronald	Corporate	 Verified 	49589769556	33095948.16	NGN	01/05/1965	07/01/2023
395	NXB00000395	karen	FARMER	mark09@example.org	25999966361	Germany	South Daniel	Business	verified	48850007003	8573209.97	EUR	05/07/1971	2023-12-04
396	NXB00000396	ASHLEY	HAYES	christopher18@example.org	97023164334	Nigeria	Brownhaven	Corporate	pending	29097630093	41356426.33	NGN	23-Mar-1978	2021-06-14
397	NXB00000397	ALEX	MURPHY	hmyers@example.org	71632346729	South Africa	New Jennifer	Savings	FAILED	69593458851	21401292.67	ZAR	12/09/1960	2022-12-02
398	NXB00000398	stephen	Harris	seansummers@example.net	85977790147	Nigeria	Austinburgh	Current	PENDING		20103468.54	NGN	1999-02-27	16-Jan-2015
399	NXB00000399	Robert	white	qellis@example.org	60324841376	South Africa	Charlesville	Current	PENDING	13048500685	46798219.03	ZAR	10/23/1984	09/08/2019
400	NXB00000400	WILLIAM	CHAN	qhayes@example.org	70176563600	South Africa	West Ellen	Corporate	under review	33331102231	41220430.21	ZAR	03/12/1993	09/26/2017
401	NXB00000401	steven	 Murray 	kelleyjohn@example.com	74220912418	Nigeria	Lake Kathrynview	Current	FAILED	77923006678	20671697.63	NGN	1993-07-04	02-Sep-2020
402	NXB00000402	 Eric 	howard	jenniferstafford@example.net	70816470900	South Africa	West Regina	Corporate	EXPIRED	40514689750	21985645.28	ZAR	1973-09-01	2015-01-04
403	NXB00000403	james	smith	haysmatthew@example.org	31220681558	Nigeria	New Randall	Current	pending	23539259744	33814831.6	NGN	02/02/1998	12/01/2018
404	NXB00000404	RONALD	 Hall 	kellyglenn@example.com	06373149501	Kenya	Katrinafort	Business	VERIFIED	78271309998	24903912.5	KES	1964-04-05	27-Sep-2019
405	NXB00000405	TONYA	Garcia	johnathandavis@example.com		UAE	Gregoryberg	Current	verified	29847773648	23620899.69	AED	11/12/1979	23/04/2016
406	NXB00000406	 Martin 	reid	tiffany71@example.com	99768389030	United States	Joelchester	Business	UNDER REVIEW	77262371086	9320656.44	USD	1990-04-21	01/12/2023
407	NXB00000407	 Katherine 	 Harvey 	taylorvictor@example.org	63039752450	United Kingdom	Karenbury	Current	pending	60980736131	28949934.2	GBP	03/23/1964	18/08/2018
408	NXB00000408	melanie	Rivera	jamiebrown@example.net	39685270171	Nigeria	East David	Business	FAILED	46946786030	33722542.48	NGN	1988-03-07	27/07/2023
409	NXB00000409	GLENN	 Dunn 	joelmiller@example.net	42336293449	United Kingdom	Michellefort	Business	EXPIRED	68486040910	21441042.4	GBP	1973-08-29	29/07/2023
410	NXB00000410	CHRISTOPHER	 Kaufman 	egray@example.com	89627066149	South Africa	West Oscar	Business	EXPIRED	84109274565	17921195.04	ZAR	18-Sep-1987	20-Jul-2019
411	NXB00000411	Kevin	CAMPBELL	ijones@example.net	32300857666	Nigeria	Parkershire	Corporate	EXPIRED	49696372111	42025336.99	NGN	13-Apr-1983	24/04/2017
412	NXB00000412	CHARLES	 Dyer 	cruzariel@example.org	45875066337	United Kingdom	Lake Elizabethberg	Business	pending	12292242074	13628444.39	GBP	1974-03-05	11/20/2023
413	NXB00000413	JOSE	Gibson	jonathanguzman@example.net	01166918362	South Africa	Vincentside	Current	verified	18532318346	8619306.67	ZAR	05/04/1966	10/06/2015
414	NXB00000414	DOMINIQUE	REYES	jessica11@example.net	24364027011	Ghana	Penachester	Current	failed	58329818159	26244131.17	GHS	07/19/1994	01/03/2015
415	NXB00000415	 George 	Brooks	jameswhite@example.org		UAE	Bradleyborough	Current	pending	46394379580	41753674.09	AED	1993-05-08	16-Mar-2021
416	NXB00000416	jacob	 Brown 	lisalee@example.com	91214161415	Ghana	South Todd	Business	VERIFIED	10202908421	11036276.23	GHS	27-Jun-1990	28/01/2023
417	NXB00000417	Kathleen	smith	karen09@example.org	38069847759	Germany	Evelynmouth	Savings	UNDER REVIEW	50318587026	5306024.46	EUR	09/17/1971	04/04/2024
418	NXB00000418	Yvonne	 Montoya 	elizabeth69@example.org	51076209184	Kenya	Montgomeryfort	Corporate	pending	78941897254	38177915.91	KES	2000-12-30	2022-05-01
419	NXB00000419	ZACHARY	KELLER	andersensusan@example.com	50573976915	Kenya	Lake Paulborough	Savings	FAILED	59081712845	44483502.15	KES	1965-07-06	03-Aug-2017
420	NXB00000420	Jennifer	kane	andersonlaura@example.com	27178333211	United States	West Raven	Savings	under review	46438279059	33430625.07	USD	28/10/2002	07/04/2021
421	NXB00000421	KATIE	 Robinson 	elizabeth12@example.net	15399156686	UAE	Darrellland	Current	 Verified 	53451450351	45552979.02	AED	03/06/1987	12/10/2024
422	NXB00000422	daniel	peterson	juliewilson@example.com	56904098366	Nigeria	New Elizabeth	Current	verified	12615585321	16923368.32	NGN	31-Aug-1969	2019-12-06
423	NXB00000423	 Brittany 	Rodriguez	medinasteven@example.org	37729420954	Nigeria	Wendyshire	Business	UNDER REVIEW	93203675928	11530448.0	NGN	10-Aug-1979	2016-11-30
424	NXB00000424	timothy	Poole	ycarter@example.org	23302764208	UAE	Gregorystad	Savings	EXPIRED	22156633078	48487733.22	AED	22-Nov-1972	04-Mar-2023
425	NXB00000425	KATHERINE	MYERS	justin38@example.com	25904729277	Nigeria	East Linda	Current	under review	22321924268	46500137.97	NGN	13/12/1994	08/28/2017
426	NXB00000426	 James 	Curtis	jessica91@example.net	66201572018	South Africa	Bookerfurt	Current	pending	84502671901	16388758.34	ZAR	13-Apr-1990	19-Mar-2021
427	NXB00000427	john	Wilson	sburns@example.net	61764750111	Nigeria	North Brenda	Current	UNDER REVIEW	61975130754	6224979.9	NGN	14-Jul-1982	26-Jun-2020
428	NXB00000428	Vanessa	MENDOZA	bauerherbert@example.com		South Africa	Evansberg	Savings	UNDER REVIEW	92929435394	5090933.95	ZAR	08/02/1980	12-Jun-2018
429	NXB00000429	cory	Brown	richardhaynes@example.com	18981312920	Kenya	Davidberg	Current	failed	51799689771	6050681.73	KES	31/05/1995	02-May-2016
430	NXB00000430	 Bailey 	delgado	hartmelissa@example.org	18458260340	South Africa	Taylorfort	Business	failed	38359817541	2314027.7	ZAR	18/05/1970	2020-09-22
431	NXB00000431	 Heather 	MILLS	catherine83@example.net	03032432983	Nigeria	Davidchester	Savings	FAILED	81486766017	45962986.34	NGN	04/03/1968	03/06/2015
432	NXB00000432	CHARLES	Scott	ksantos@example.com	14628314359	Kenya	South Lorraine	Current	EXPIRED	76757986893	10216813.12	KES	17/10/1972	23-Jan-2017
433	NXB00000433	 Leslie 	French	mjohnson@example.org	41818615155	South Africa	West Alejandro	Corporate	UNDER REVIEW	75397002557	40702306.08	ZAR	1995-03-07	2016-02-20
434	NXB00000434	Nicholas	Novak	ylynn@example.org	84971859484	Ghana	East Louisfurt	Corporate	EXPIRED	72187651027	37244184.46	GHS	11/15/2001	23/08/2021
435	NXB00000435	henry	shaffer	iwoods@example.com	82226940539	South Africa	South Valerie	Corporate	 Verified 	94128362419	28991792.11	ZAR	11/11/1999	20/01/2022
436	NXB00000436	LAUREN	SHAW	stephanie83@example.com	46511131290	Nigeria	Stokestown	Savings	VERIFIED	93890443610	27928127.49	NGN	07/08/1981	2021-06-23
437	NXB00000437	Suzanne	coleman	timothyrobertson@example.net	60930685389	Kenya	Oconnellhaven	Savings	verified	93924960540	20775138.14	KES	02-Jun-1983	03/23/2018
438	NXB00000438	Rebecca	 Thompson 	mary85@example.org	76251538144	South Africa	Jasonshire	Business	EXPIRED	83747580191	45586513.8	ZAR	21/08/1976	07-Sep-2018
439	NXB00000439	PHILLIP	LEBLANC	wallspatricia@example.com	50975451052	Germany	North Ryanborough	Current	 Verified 	70436448095	37387024.44	EUR	1980-10-03	03/12/2024
440	NXB00000440	 Christopher 	ROBERTSON	robertgentry@example.org	43765456284	Nigeria	Martinstad	Corporate	VERIFIED	56927801639	37655331.74	NGN	26-Sep-1983	11-Dec-2017
441	NXB00000441	julie	 Smith 	danielmitchell@example.org	65023741678	Germany	Karenfurt	Corporate	 Verified 	25132759206	4608508.76	EUR	07/27/1992	2022-02-27
442	NXB00000442	 Warren 	MCLEAN	ganderson@example.org	25803056906	Nigeria	Toddchester	Savings	pending	92659917040	49310539.11	NGN	1982-01-20	31-Jan-2018
443	NXB00000443	john	HERNANDEZ	johnwang@example.com	63718923923	South Africa	Johnsonborough	Corporate	EXPIRED		29066063.57	ZAR	12-Aug-1976	28/08/2016
444	NXB00000444	Sarah	SIMMONS	christopherwilliams@example.com	33567086041	United States	Sherrychester	Business	PENDING	73230132074	48078647.86	USD	13-Jul-1960	03/10/2017
445	NXB00000445	JOHN	JACOBSON	blakewilliams@example.net	34749162475	South Africa	North Elizabethside	Current	pending	10342825256	12806679.46	ZAR	06/21/1998	25/07/2024
446	NXB00000446	Kaylee	ANDERSON	judith59@example.net	34396112910	Nigeria	Lake Sean	Current	under review	87490927542	3424005.01	NGN	28-Oct-1983	2024-04-07
447	NXB00000447	Corey	Mcmahon	kevin73@example.net	02368485571	UAE	Barneshaven	Savings	 Verified 	37055445792	35874365.53	AED	07/04/1969	13-Oct-2015
448	NXB00000448	 Krystal 	jackson	heather24@example.org	36788127868	United States	Jamietown	Corporate	under review	20479165285	11243131.48	USD	22/08/1975	05/16/2021
449	NXB00000449	ERNEST	ROBINSON	suarezkrystal@example.com	43448123083	Nigeria	West Sara	Business	PENDING	70004960787	4972205.01	NGN	21-May-1988	01/19/2020
450	NXB00000450	 Joseph 	gibbs	veronicaclark@example.org	59551842694	Nigeria	Port Michaelview	Corporate	pending	58043235267	17662509.13	NGN	1999-05-08	19/02/2016
451	NXB00000451	GREGORY	bonilla	sharphailey@example.net	98373543962	Nigeria	Richardsonfort	Current	EXPIRED	33562873706	23118318.82	NGN	05/13/1998	09/02/2021
452	NXB00000452	Clayton	white	lisathompson@example.net	24042269312	Germany	South Regina	Business	 Verified 	20828643420	19196693.96	EUR	08-Jun-1971	09/10/2015
453	NXB00000453	 Tara 	Garcia	jessicamorton@example.net	66010023142	Nigeria	Port Danielmouth	Current	UNDER REVIEW	99413210191	45992782.63	NGN	16-May-1978	25-Jun-2015
454	NXB00000454	MELISSA	miller	timothyhart@example.com	45723084810	Nigeria	Curtischester	Corporate	FAILED	44395268745	7564141.14	NGN	10/29/1978	09/26/2019
455	NXB00000455	Donald	Barr	perezpaul@example.com	36172131451	United States	West Sandraland	Business	EXPIRED	79217947390	37871402.42	USD	24-Apr-1970	11/28/2023
456	NXB00000456	PAULA	 Munoz 	royrogers@example.org	24945147541	United States	West Dylan	Corporate	under review		13376322.56	USD	1993-12-02	05/22/2021
457	NXB00000457	Sean	 Robles 	hbriggs@example.net	42152265576	Nigeria	Devonbury	Business	UNDER REVIEW	24390738892	42856091.85	NGN	21-Aug-1970	11/01/2021
458	NXB00000458	Patrick	dunn	opatel@example.com	96893135030	Nigeria	Rosarioville	Savings	under review	86476377084	48012849.15	NGN	1965-05-17	30/06/2023
459	NXB00000459	BRIAN	bailey	kenneththomas@example.net	33302126065	UAE	South Maryburgh	Business	FAILED	81256288948	38120330.91	AED	2000-06-03	08/09/2020
460	NXB00000460	Anthony	diaz	sanchezalexander@example.com	27284765704	Nigeria	Lake Antonioburgh	Current	FAILED	50392891734	38168556.4	NGN	1980-02-29	20-Apr-2024
461	NXB00000461	WESLEY	SMITH	dfrazier@example.net		Nigeria	Samanthahaven	Business	FAILED	31574445610	27475079.68	NGN	10/04/1977	29-Nov-2018
462	NXB00000462	Kevin	PEREZ	josephdavis@example.com		Germany	Lake Jason	Current	FAILED	22431519487	30755048.61	EUR	25-Jun-1992	19/01/2020
463	NXB00000463	CHRISTINE	ROBINSON	lynndaugherty@example.net	77566205634	Nigeria	West Carriemouth	Savings	EXPIRED		34628618.83	NGN	17-Aug-1997	02/13/2016
464	NXB00000464	anthony	CAMPBELL	jonescarla@example.com	83034199097	Nigeria	Christopherport	Savings	pending	51300945130	5390138.78	NGN	06/14/1988	13-Aug-2016
465	NXB00000465	 Alan 	kelly	susan83@example.com		Kenya	Swansonberg	Corporate	failed	68301330286	10631961.91	KES	17-Dec-1967	17/11/2015
466	NXB00000466	Jacqueline	DAVIS	gmosley@example.org	09679042271	UAE	Port Erin	Business	FAILED	66574990021	5434099.51	AED	1983-12-08	05/26/2015
467	NXB00000467	 Donald 	higgins	seth25@example.com	96063399129	Nigeria	East Katieport	Savings	EXPIRED	27231405395	27534689.53	NGN	02/15/1980	08/18/2015
468	NXB00000468	amy	 Novak 	portershawn@example.org	21495511274	Germany	Santosberg	Corporate	 Verified 	87610395939	18339353.02	EUR	1978-05-11	10-Feb-2015
469	NXB00000469	SHELBY	BONILLA	swilliams@example.com	92758955168	Kenya	New Tiffanyton	Corporate	FAILED	53536200105	47788090.28	KES	1985-04-04	17/04/2015
470	NXB00000470	JOYCE	 Sanchez 	mooredaniel@example.com	96136715778	Nigeria	East Jessicafurt	Current	 Verified 	23286585239	10607595.92	NGN	20/06/1996	2021-05-08
471	NXB00000471	 Kayla 	 Gonzalez 	caleb59@example.com	71470827235	United Kingdom	Brownstad	Current	 Verified 	10515182601	40311116.32	GBP	22-May-1971	04-Oct-2024
472	NXB00000472	 Kristine 	IRWIN	brianparrish@example.net	44212146147	United Kingdom	Lake Patricia	Current	PENDING	22732057075	23961069.22	GBP	13/04/1960	17-Nov-2017
473	NXB00000473	jack	brown	wpeterson@example.com	35677826596	Nigeria	North Jennifer	Business	failed	32040675350	18347022.64	NGN	01/03/1964	03/05/2015
474	NXB00000474	Beth	THOMAS	alexis72@example.com	16480727910	Ghana	Hortonburgh	Current	VERIFIED	46865169060	15602000.03	GHS	05/12/1996	12/12/2023
475	NXB00000475	carolyn	robinson	stephaniebonilla@example.net	55044817766	United States	Millsmouth	Corporate	UNDER REVIEW	24241279507	11620140.45	USD	08/11/1965	2019-08-03
476	NXB00000476	DANIEL	thompson	jbrooks@example.net	86646491111	South Africa	Garciaside	Business	UNDER REVIEW	88851692384	27232469.96	ZAR	08/01/1965	06/01/2015
477	NXB00000477	Cory	WALLACE	contrerasmelissa@example.org	78613715766	Nigeria	New Justin	Current	under review	46136239392	24208990.06	NGN	13/03/1979	06/03/2016
478	NXB00000478	NICHOLE	Baker	anunez@example.com		Kenya	North Anthonystad	Business	EXPIRED	11111614443	25803006.36	KES	08/05/1970	2024-03-16
479	NXB00000479	Mary	stone	matthew96@example.org		South Africa	Leefurt	Savings	under review	15586788407	2992419.34	ZAR	08/16/1985	05/29/2019
480	NXB00000480	maria	Solis	oanderson@example.com	65826312819	UAE	West James	Business	PENDING	46236837811	22727844.88	AED	2002-08-22	08/27/2020
481	NXB00000481	 Christopher 	Kim	anthonyzimmerman@example.org	02752334383	Nigeria	West Christopherberg	Business	under review	27985139717	35863587.02	NGN	06/08/1960	09/28/2015
482	NXB00000482	courtney	LITTLE	rodriguezsara@example.org	24421175361	Nigeria	Jonesland	Business	UNDER REVIEW	10935461091	3517495.41	NGN	24/10/1960	15-Oct-2017
483	NXB00000483	jason	BARNES	cynthia72@example.org	02990155799	United Kingdom	New Judy	Savings	VERIFIED	80936358343	28800995.74	GBP	1994-11-27	11-May-2016
484	NXB00000484	SARA	 Lee 	herreraapril@example.org		Nigeria	Port Michael	Current	FAILED	37893545362	46724030.88	NGN	16/04/1993	2023-04-20
485	NXB00000485	Rachel	Johnson	jeffreyluna@example.org	47315847768	Ghana	Geraldview	Savings	PENDING		21550241.46	GHS	29/07/1971	2017-09-30
486	NXB00000486	Suzanne	garcia	gabriel37@example.com	69459196639	Nigeria	South Garyton	Current	under review		6377664.62	NGN	05/04/1964	2019-12-31
487	NXB00000487	Susan	KING	pcarter@example.net	60125625313	United States	Port Leonard	Business	failed	80135639500	7505320.36	USD	19-Sep-1985	2016-09-06
488	NXB00000488	ALEC	BARKER	jason95@example.org	64938318491	Nigeria	Stewartmouth	Business	FAILED	45386980779	20937210.7	NGN	06/05/1961	10/08/2018
489	NXB00000489	James	 Williams 	rjimenez@example.com	17295963904	South Africa	South Justinfurt	Corporate	EXPIRED	23115406413	3398729.37	ZAR	10-Mar-1966	2024-11-18
490	NXB00000490	BENJAMIN	ferguson	rogersallen@example.com	64455618579	Germany	Heathermouth	Current	FAILED	72334316061	30024943.66	EUR	29-May-1994	01/05/2015
491	NXB00000491	Trevor	DAVIDSON	cameronsharon@example.org		United States	East Brandontown	Corporate	failed	55908163162	45289307.87	USD	12/21/1980	09-Nov-2023
492	NXB00000492	dominic	holder	fperez@example.org	80040104145	South Africa	Hollyberg	Business	EXPIRED	10074718908	15085632.51	ZAR	1967-02-25	08/27/2023
493	NXB00000493	BRANDY	 Wilson 	michelle96@example.net	18839774573	Kenya	Jenniferstad	Savings	 Verified 	99276486363	48740365.33	KES	1975-07-09	20/03/2018
494	NXB00000494	angelica	salas	heatherjones@example.com		Nigeria	East Alexanderborough	Savings	failed	67666251884	1664815.74	NGN	10/28/1963	04/19/2021
495	NXB00000495	TAYLOR	cruz	ngarcia@example.net	47281235679	Kenya	Lopezview	Current	 Verified 	68528149439	3897867.17	KES	01/07/1964	01-May-2015
496	NXB00000496	 Rodney 	 Parks 	thomasnancy@example.net		Kenya	East Allenmouth	Business	FAILED	49765164318	19400865.53	KES	23-Jan-1962	05/07/2022
497	NXB00000497	jacob	Johnson	hbell@example.net	56326868507	United States	North Deborahchester	Corporate	VERIFIED	92064244748	4861573.09	USD	1970-08-12	07/02/2019
498	NXB00000498	james	Lopez	brookemoreno@example.com	10313100943	United Kingdom	West Jeremyfurt	Corporate	 Verified 	41179199041	17811255.33	GBP	1978-12-03	04/07/2020
499	NXB00000499	PHILIP	garcia	tyler23@example.com	94012897432	Kenya	East Martin	Corporate	 Verified 	71822794731	49349848.8	KES	06/11/1982	02/07/2024
500	NXB00000500	 Spencer 	rivers	bpatterson@example.org	12095790737	United Kingdom	New Erinport	Current	failed	22814314460	47841437.05	GBP	16/11/1987	29/11/2024
501	NXB00000501	Mary	Fox	karirowe@example.org	57758474570	UAE	Patriciafort	Corporate	EXPIRED	22154196250	33288377.4	AED	1985-12-07	03/02/2022
502	NXB00000502	DANIEL	Jennings	hernandezrobert@example.org	57039653136	Ghana	Archerhaven	Corporate	failed		48690938.56	GHS	08/19/1965	06-Jul-2018
503	NXB00000503	 Gregory 	 Lozano 	pamela69@example.com		Germany	Kyleton	Current	verified	19237683927	17145781.89	EUR	31/07/1988	16-Jun-2024
504	NXB00000504	Bethany	Miles	hamiltonspencer@example.com	10727284982	South Africa	Calvinport	Current	VERIFIED	65705281567	33166278.11	ZAR	25-May-1972	2022-03-17
505	NXB00000505	 Alexis 	williams	margaret10@example.com	06500425488	Germany	Douglasborough	Savings	PENDING	70759835995	12829342.84	EUR	13/06/1998	14-Aug-2017
506	NXB00000506	Ryan	hull	jeffery75@example.org	66144942965	Nigeria	West Derek	Savings	PENDING	46579451304	29540980.91	NGN	1978-10-30	18/07/2019
507	NXB00000507	ANGELA	TURNER	evanssara@example.com		Nigeria	South Kimberly	Savings	 Verified 	31866142472	40851288.06	NGN	23-Aug-1976	14-Mar-2017
508	NXB00000508	MARTHA	DAVIS	gbenson@example.net	75676670806	Nigeria	Kristinshire	Corporate	VERIFIED	92939921704	37326721.84	NGN	05/09/1983	01/18/2015
509	NXB00000509	 William 	MARTINEZ	brian62@example.com	78701041591	Kenya	Vaughnton	Savings	FAILED	14995715549	49975374.49	KES	1969-01-16	01/09/2021
510	NXB00000510	DAVID	RICHARDS	mileszachary@example.net	23244079311	Kenya	New Collinborough	Savings	failed	35826524553	15241794.28	KES	08/01/2002	2024-02-14
511	NXB00000511	DALE	 Johnson 	hmyers@example.com	72384979162	Nigeria	Port Julie	Corporate	VERIFIED	31162647572	38147701.11	NGN	28-Feb-2002	2022-09-01
512	NXB00000512	John	 Hunt 	thomasroberts@example.net	97546617662	United Kingdom	Wilsonfurt	Business	UNDER REVIEW	13956800913	31619972.7	GBP	06/16/1963	28-Nov-2019
513	NXB00000513	ALEX	TURNER	wwilliams@example.org	74025883586	Nigeria	Lake Edward	Corporate	 Verified 	81116548278	33961787.84	NGN	20/07/1997	2020-11-10
